index,Temperature,Humidity
114299,28.5,30
47912,1.6,67
5154,0.8,90
52914,-8.1,90
81633,-1.8,86
111319,3.5,54
62836,22.4,32
94824,19.6,21
2687,18.6,67
11541,-7.9,84
56280,25.3,32
75836,-16.7,86
90046,17.5,66
14499,14.7,86
51475,5.1,95
117324,-1.6,90
64205,1.6,96
57308,10.2,53
83837,14.0,78
46234,3.0,85
63700,-0.6,79
62817,12.6,54
25985,9.1,84
98471,-0.6,68
120593,11.7,91
12110,-1.3,90
111871,-11.4,80
7767,24.2,17
43862,24.4,58
63380,6.3,61
93037,-2.9,95
107027,10.6,95
47400,-11.2,82
74790,4.0,90
21765,20.8,47
87352,-4.1,74
122206,-12.3,89
34835,-1.0,83
77715,4.7,82
50079,17.2,73
31987,26.1,39
52526,-10.4,88
95228,15.6,48
41509,-3.1,81
118634,15.0,32
127024,8.0,48
12548,-7.0,85
33672,22.6,29
23546,-8.2,83
80186,13.1,31
122976,-4.8,74
60900,20.8,38
113232,5.1,83
5629,0.0,94
103269,29.6,41
132432,15.3,62
89724,8.5,88
57532,0.4,94
16649,-2.6,87
103634,4.0,55
41535,-2.8,84
132895,10.3,64
124996,22.0,32
34223,0.3,96
26135,29.7,18
113878,21.4,30
84060,23.7,22
34153,11.1,59
132971,9.1,37
2259,23.0,49
108699,26.5,54
74219,22.5,35
70525,-10.1,83
54574,4.8,69
107356,13.9,51
23136,-10.0,75
112104,8.5,57
70252,-16.9,86
121374,-0.6,88
67190,29.8,38
41865,-10.5,43
69025,9.2,82
74419,13.7,41
54257,6.9,85
129729,7.4,89
25050,17.4,31
54448,4.2,80
71638,21.5,27
5827,0.9,96
119462,35.0,14
107305,23.8,52
62516,11.8,93
136469,21.8,30
101912,27.1,39
127718,6.6,19
49065,25.2,43
4113,12.7,92
48662,22.5,34
41544,8.4,66
110922,-1.2,80
10723,3.7,98
36953,30.3,25
115754,6.4,53
81245,-1.0,71
99766,0.2,57
14019,11.5,88
73553,18.2,69
66440,21.2,22
62462,24.0,25
120240,11.4,76
83119,3.2,93
135014,-14.7,69
10164,20.2,36
123967,-5.2,74
11980,-10.7,87
514,-5.5,95
83091,4.1,95
122358,-9.9,65
3167,19.4,56
25042,15.2,38
101585,11.3,58
68029,21.0,51
25195,14.2,55
41608,-6.5,67
120313,26.0,45
60577,17.1,42
7020,-1.5,84
104749,-2.3,94
129039,-4.2,92
45082,10.0,78
34034,5.1,61
30662,21.2,29
137131,17.7,30
28921,-1.4,92
121698,-6.2,89
35984,-2.3,70
97230,20.1,46
83954,15.2,71
23295,-5.7,92
3011,31.6,31
130949,23.0,36
65684,-8.6,65
33104,15.0,54
90681,32.6,22
87446,-7.3,63
89764,8.3,73
90110,22.5,65
138287,9.5,86
32713,29.6,34
81692,-9.3,88
30350,13.1,42
67479,24.6,43
42831,16.1,74
84171,26.4,41
60243,13.8,38
3325,19.4,50
17709,0.5,50
56392,20.8,63
39722,5.5,72
30035,-10.4,86
89993,20.0,46
2186,13.8,60
44052,31.2,42
48449,-5.5,67
127234,-4.0,80
33944,20.8,28
19265,3.1,69
31797,28.8,36
38251,31.1,38
101054,14.2,61
1375,0.3,94
81979,-7.3,75
119588,25.6,42
11567,-6.7,96
119230,16.5,58
68016,19.0,48
2796,21.0,53
136541,20.0,44
59467,-1.2,98
14131,9.2,57
4080,19.2,32
103304,28.1,36
108701,25.8,41
58129,-20.6,81
70785,-21.1,77
65970,11.9,71
106256,-0.1,94
71924,15.1,34
116541,-3.2,83
124529,0.4,79
125064,29.8,36
96223,16.3,83
23017,4.4,74
72120,22.0,28
85153,24.6,28
13101,12.5,41
99645,-15.2,80
49204,23.6,54
55743,17.8,58
134027,-18.7,78
104044,12.2,83
134199,1.0,75
72262,29.4,29
86972,-13.4,80
132696,23.3,22
107905,9.5,88
79377,15.4,92
64759,5.3,52
99843,-13.3,81
40620,-4.9,81
25543,33.0,20
105254,-10.8,57
2875,22.2,71
10947,7.5,91
68982,13.7,32
65791,1.6,70
96547,24.3,49
5087,-7.9,58
117023,-10.5,88
101979,25.2,48
101572,20.6,24
120823,20.7,68
35131,-19.3,86
48964,15.6,81
67376,13.4,72
88949,13.6,42
131220,28.8,31
43895,29.6,34
86771,0.0,88
27824,17.6,30
9447,31.4,29
100404,-9.7,81
5533,-5.2,90
51951,-0.2,84
50485,29.5,20
3733,30.0,15
36605,10.1,92
48076,13.6,38
120233,27.5,35
55582,18.6,52
50944,2.5,95
120367,23.4,44
79047,27.8,34
53293,-12.7,84
40388,-21.3,76
40165,2.0,84
77170,-6.3,78
67176,31.6,29
30843,4.8,64
41814,-4.5,78
65551,-8.8,80
126850,19.4,41
51394,13.2,45
100955,14.3,37
110019,4.3,86
1155,-11.6,89
114731,21.1,41
27223,30.1,37
124755,10.0,60
63152,4.2,50
95270,23.0,41
75557,4.7,62
53686,0.5,51
72124,11.9,79
32810,23.3,35
106443,14.8,38
100655,-5.9,82
2579,18.2,40
31951,13.2,94
29972,-13.3,71
56034,20.9,59
67544,30.5,34
97971,8.8,94
53180,-13.6,86
46387,-4.5,89
6537,-0.7,73
6329,-8.8,68
123264,1.2,79
109535,14.9,57
20549,26.5,58
93394,5.0,39
131908,23.8,60
30527,-6.3,84
43996,19.4,67
27547,17.4,47
130789,15.8,56
4060,18.9,41
101586,15.1,42
37578,32.5,33
88501,1.8,81
134116,-7.4,72
113750,25.1,38
2937,29.5,34
43238,22.8,30
40219,6.5,84
20307,20.1,53
20651,20.5,78
133571,1.4,75
2643,13.0,73
21493,29.6,27
100748,-8.7,86
7031,4.0,62
128095,0.2,66
34634,-4.7,84
74701,9.6,57
73422,20.2,50
89054,-9.2,70
92117,12.0,30
120913,7.4,70
137523,33.3,23
89992,28.8,25
3076,18.5,76
1574,19.8,33
137101,19.6,44
66829,15.5,75
52093,6.9,43
45903,-7.8,87
30404,1.7,96
14460,22.2,46
94566,15.0,43
79495,17.8,69
54229,13.0,72
78223,15.0,79
115324,2.7,81
84822,28.5,26
35250,-13.1,89
6234,-18.9,84
68243,19.0,38
18900,-1.7,71
27427,16.0,86
40979,-15.1,87
9482,20.0,55
57312,10.6,53
39650,0.6,81
95054,9.5,66
132590,23.0,31
44277,27.8,36
112097,-10.4,83
38198,33.5,28
4704,5.3,94
59863,7.5,51
57102,1.2,79
11832,-23.5,72
45566,11.4,40
114347,26.5,33
28455,8.2,63
57830,5.7,85
16047,16.0,40
97107,20.4,71
122869,-8.9,66
13577,14.5,48
26180,21.0,46
115206,17.9,78
38065,14.1,69
133493,-1.9,86
131520,14.7,82
113166,17.4,48
21648,2.8,93
27022,27.5,22
32594,26.4,42
13215,-0.3,60
53908,12.8,47
84876,22.0,48
97632,11.6,77
65320,-1.6,96
121375,6.2,36
40532,-5.2,90
10835,-2.4,87
133304,3.6,60
54308,12.7,43
8306,14.6,72
111951,-7.8,81
137173,26.2,43
24840,25.0,18
30913,0.1,90
57579,4.7,92
20686,15.5,91
46395,-15.2,84
93314,-5.1,88
48540,7.2,60
136315,20.1,46
114061,25.8,30
14298,21.5,52
69153,1.6,96
111169,-25.6,78
95405,10.2,85
134918,4.6,49
125883,29.4,27
120886,22.9,28
56464,16.0,72
129136,-5.0,88
81444,2.7,78
42110,-12.0,84
62441,24.8,28
127312,0.5,65
29240,-18.1,77
17965,-12.8,87
17923,-17.9,88
72875,26.4,45
96127,24.5,37
51643,7.7,77
133242,12.9,60
21442,16.6,69
99154,-3.9,94
65474,-4.3,77
63407,3.9,67
10254,1.8,71
76549,0.3,96
70534,-14.0,68
66210,15.4,46
100476,-15.0,87
79460,19.8,96
70710,-20.8,77
33873,5.5,68
73873,15.3,87
47666,-0.9,61
123725,-10.3,78
51261,8.1,68
75081,9.5,42
54283,4.9,92
12246,-14.6,73
16028,18.1,39
71832,30.0,22
70742,-6.5,64
116872,-0.1,92
136959,24.1,38
31569,14.9,61
100798,-4.1,91
6025,-0.4,96
109980,16.5,30
116791,-5.8,69
94002,-4.2,82
72614,26.2,31
126415,16.9,52
63586,6.3,98
66367,6.4,63
133337,7.2,86
132769,7.0,57
91596,19.2,44
29744,-18.2,69
68017,15.7,73
125722,28.8,34
114265,30.8,23
104369,3.8,90
79197,22.5,44
111808,-4.0,87
111322,-1.1,82
61546,25.8,35
136354,13.6,60
46726,-18.4,68
33080,22.2,34
90719,16.2,69
49500,23.2,36
61023,22.1,30
91619,10.6,56
50376,34.8,17
20097,5.5,89
61757,25.9,37
56009,28.0,22
68194,20.0,43
12051,-10.2,95
86964,6.5,83
11177,-9.5,82
73441,15.0,58
76270,-9.6,88
85652,25.7,33
123063,-15.4,72
110153,2.2,64
47854,-0.2,86
138778,15.0,66
7395,-2.2,80
58562,-4.8,91
81312,7.8,72
6432,-25.1,80
60674,24.8,15
123541,-14.9,81
88615,4.4,51
2115,14.1,83
125314,16.6,53
134062,-22.2,75
40964,-12.3,71
117143,-3.6,83
47479,-13.0,66
23587,-7.0,78
69947,-15.8,81
129472,0.1,73
125397,25.1,27
60427,26.0,23
111156,5.5,34
54819,13.7,84
118080,5.9,40
128574,-10.8,72
107442,16.0,52
77398,21.4,21
27741,12.7,54
54861,18.7,43
113657,26.8,27
22946,-5.2,93
96155,27.8,36
56069,29.8,24
133641,7.3,86
40277,1.2,59
117041,-14.1,78
18652,-11.4,86
26120,29.3,36
75853,-2.9,60
137557,19.0,72
86591,7.1,96
24359,-1.3,66
108761,33.0,25
138184,22.7,36
45071,22.2,21
74388,16.1,34
136955,23.1,27
82190,-23.3,81
75163,2.4,95
135385,11.8,35
135114,-13.0,79
45402,10.8,53
104108,-0.6,85
132276,20.0,40
18906,-2.5,80
57871,-0.8,92
55583,13.3,71
134533,-28.6,65
39084,17.1,42
109347,18.3,33
10106,16.0,48
21934,2.5,80
113281,6.6,57
7214,10.6,41
33016,25.8,33
56348,16.4,58
110856,-13.6,71
119844,27.6,35
78326,30.3,15
100542,-11.5,85
104355,-0.5,86
85463,18.9,55
123436,0.1,90
60603,23.1,27
58797,-6.4,91
35831,9.6,45
36501,7.5,50
125987,26.0,36
49010,19.6,50
10824,4.7,59
3054,24.8,36
37237,16.4,59
10434,8.7,55
94332,-4.1,86
27942,17.8,32
114271,23.7,44
121014,27.7,20
123005,-8.8,92
3182,15.3,83
64244,-3.3,78
51153,-1.6,72
56301,24.1,20
70177,-1.7,61
75536,-7.0,93
72020,21.9,35
92936,1.3,84
2439,25.2,31
105535,-5.8,92
90346,31.1,28
447,-7.8,93
15404,13.9,48
18346,-17.6,90
108247,31.6,24
80173,8.9,57
16763,10.7,54
81328,4.8,63
125140,26.9,38
87625,-4.6,86
34292,-4.4,91
65611,10.2,38
1879,21.0,37
58883,-7.1,91
112577,0.1,92
125971,26.4,35
41404,1.6,58
47810,-2.0,87
83101,1.8,71
8362,20.8,53
99642,-1.2,51
124154,3.4,76
64548,-3.7,52
76526,-12.6,85
91078,32.2,23
130547,18.5,66
50484,31.8,26
71346,5.5,81
866,-8.2,66
1697,3.7,88
95588,14.0,91
45571,-4.4,93
97503,13.5,80
50910,11.4,88
79440,22.8,43
53584,-2.2,91
122908,-3.2,92
84708,18.1,39
118830,9.3,59
94068,4.7,59
19914,15.1,94
112305,1.5,82
53870,-5.5,88
8034,10.2,81
10641,9.8,62
126090,26.5,28
35909,6.3,43
38228,31.1,33
57161,14.0,37
137773,26.8,54
68836,12.2,74
86920,-1.2,87
59166,-14.1,84
124622,14.1,45
24210,-2.7,95
15548,21.6,38
16598,4.1,61
105115,-8.5,86
37360,13.2,87
107353,25.5,21
64330,-13.3,66
9175,22.8,37
27512,15.8,68
42031,1.9,84
668,-7.9,90
12551,-4.6,81
124146,3.1,90
128991,-4.3,85
10182,10.4,48
39147,21.5,39
126538,25.8,30
39540,18.2,47
108628,27.7,37
132843,23.0,43
48172,10.0,35
97020,22.5,61
102783,22.4,63
74122,20.2,47
124296,10.1,63
67643,26.6,29
51741,-0.2,96
108404,28.0,27
67361,22.1,39
55747,19.2,70
95188,13.6,46
26040,22.5,36
124772,23.1,48
94171,-5.0,85
78362,26.7,32
138027,18.0,60
43782,29.6,33
94277,-1.9,90
118441,5.6,27
3711,17.7,84
99282,-0.5,75
105933,2.3,78
26566,21.8,64
82030,-0.2,90
4745,4.4,52
135810,13.0,52
79748,23.3,50
122479,-19.3,85
15635,18.6,50
26764,23.5,47
7588,10.5,65
10645,-3.9,84
79891,19.8,39
39281,5.2,92
110347,0.6,56
41791,4.0,61
14827,25.6,44
120108,28.2,28
96593,21.0,41
37837,26.6,30
8241,11.6,96
120596,27.4,33
112106,5.5,78
108861,27.8,34
549,-1.2,87
854,-2.2,50
135860,6.2,39
130713,18.1,53
40700,1.1,67
135455,10.5,50
119533,19.8,47
48752,14.5,64
25173,14.5,42
31769,24.6,41
107287,33.7,23
57798,-0.1,80
78039,19.4,27
87981,-2.5,89
81952,-7.5,54
77940,14.0,44
124060,5.2,92
108808,26.8,34
85725,15.8,58
40237,6.4,86
90869,20.3,68
76665,-2.8,47
91344,23.7,29
72937,27.2,27
9137,22.8,78
133496,-1.5,78
50664,29.0,18
103454,8.6,57
26183,33.7,20
103914,13.5,30
52750,-9.6,85
87386,-2.4,89
24327,2.3,59
72595,22.2,62
21428,27.0,33
42226,-6.6,91
23879,-12.9,67
119856,16.2,72
35291,-2.5,49
17571,-24.7,85
118531,1.3,85
14029,11.6,90
121945,9.3,57
110116,4.7,58
136007,15.2,22
5419,-5.0,90
98070,21.6,20
31538,17.8,52
86579,-8.4,89
90885,35.9,27
54960,12.6,87
78888,20.4,51
674,-7.7,64
7191,5.9,82
43483,23.3,47
7875,20.4,38
27889,1.5,78
62172,29.4,20
65632,-4.5,84
15643,23.5,27
102383,28.3,34
105295,-15.2,88
37754,34.0,16
72201,28.8,29
65394,7.2,75
108383,25.1,52
79020,27.2,33
69632,-2.2,96
40164,11.2,54
25024,5.3,55
92611,3.5,88
28089,13.6,33
8343,18.6,42
123486,0.3,61
99048,6.8,43
46722,-18.1,93
65190,-15.6,60
82431,-15.2,72
41285,-0.7,89
11286,-8.5,74
42107,10.0,32
91307,31.8,16
73102,24.7,61
21701,19.7,33
19392,10.4,96
118468,1.3,96
72366,10.2,53
23145,-4.7,79
13282,17.2,40
2997,17.1,77
77797,19.0,46
93300,-4.1,89
94537,3.8,72
63119,19.0,45
16726,5.0,52
98675,-15.9,72
118419,5.3,86
48141,7.6,48
27667,14.7,59
92898,0.3,91
55682,17.2,68
32586,25.9,52
22898,-3.2,90
132428,21.1,48
28995,-11.7,87
7715,15.8,49
104402,2.2,73
61210,17.9,85
52932,-1.5,60
82000,-3.5,48
60804,20.7,51
18142,-8.0,81
111258,-6.1,76
111386,-2.1,92
24847,0.5,86
20362,19.0,75
41710,3.2,60
136360,13.4,41
19792,17.1,49
93892,3.7,49
133234,6.5,66
105541,-16.8,73
182,-4.2,91
46301,-4.6,74
17303,-4.4,86
102205,16.1,68
132614,9.6,86
33626,18.3,40
93395,0.6,96
17732,1.3,59
117296,-5.2,93
96659,27.4,39
83945,20.5,32
84379,29.6,20
44197,26.8,43
30321,8.2,68
44266,23.2,55
72766,18.0,52
119650,15.7,60
125507,23.4,54
85147,18.5,37
45036,18.0,22
80172,13.4,64
85018,21.8,56
106180,-19.0,77
42312,1.6,88
111669,-3.3,59
41294,-0.8,65
19774,16.6,48
115747,-1.3,71
27368,13.0,46
121448,12.7,37
18924,-2.2,74
6610,-1.4,92
31522,16.4,69
95170,14.4,46
94252,-4.5,80
37176,27.2,25
90994,29.8,31
20423,27.4,47
67771,26.8,41
94829,1.2,76
82729,-9.9,72
122624,-7.3,80
31470,14.6,77
82967,11.0,43
116535,0.2,68
34513,-2.5,72
69929,-15.3,72
94039,-1.1,95
99593,-11.4,67
124637,20.6,29
56918,17.2,50
87712,-1.2,87
111333,-19.3,80
119927,29.4,32
15042,21.2,58
73063,29.9,28
18060,0.2,96
13723,18.0,43
26545,17.5,65
129339,-8.0,87
86645,-0.1,78
119778,13.2,82
81647,-6.9,86
39011,12.8,56
104842,-6.5,81
125525,28.5,48
136279,21.3,30
16816,-0.4,90
22803,-3.4,90
138051,19.2,35
9600,21.3,51
24614,1.2,78
81415,-1.6,75
5464,-17.2,82
124903,33.0,18
28659,4.2,100
13513,8.6,71
52829,0.2,54
9688,21.0,58
14321,7.4,92
121478,16.8,29
43914,30.1,32
26743,24.8,32
99519,-7.3,85
136023,15.6,17
52023,5.8,94
73024,20.1,53
49450,27.8,24
138639,14.8,55
118928,9.1,51
121285,12.3,39
130885,24.2,45
57920,1.0,94
47807,8.8,53
73893,13.2,77
35404,-29.0,65
21908,12.1,45
80531,8.6,77
121119,12.1,51
81068,0.3,77
93175,-1.0,87
3118,17.7,92
122777,-9.0,70
52037,11.6,39
15985,14.5,55
109401,11.7,69
50780,14.1,44
23962,-0.9,70
115803,7.7,60
74291,16.2,38
1413,-1.1,87
84155,30.8,35
100031,-25.4,74
70962,-7.5,85
118775,30.2,32
92050,17.5,39
135173,-10.7,74
121012,26.8,21
89773,18.3,57
127005,12.7,31
125186,21.4,51
136969,27.0,26
82384,-15.7,83
2442,14.0,84
112721,-2.5,82
136714,26.2,23
99988,3.7,47
116860,-9.0,82
114458,29.1,32
103471,11.2,72
29896,-2.9,66
60395,18.9,34
4961,3.2,69
29635,-16.6,77
22653,3.7,95
120917,20.8,35
131224,28.7,24
106563,-8.7,89
67723,28.4,41
65722,0.4,82
78911,14.0,57
109116,9.9,42
87903,1.5,56
112829,5.8,40
4404,14.6,63
54581,14.0,73
88638,-13.0,81
11686,-3.2,83
126600,23.7,32
32854,29.2,33
52720,-5.9,75
56255,17.7,35
37908,26.2,40
45501,1.0,89
10550,3.0,69
936,-16.1,72
76745,-10.9,73
60023,8.8,55
43672,34.2,27
19957,13.6,51
13924,19.6,50
42677,17.4,36
63695,1.3,70
12469,-2.0,87
106999,26.8,17
708,4.8,41
108471,29.7,30
95312,10.3,71
65134,-27.8,76
98276,-0.9,95
75804,-21.0,70
3128,27.8,41
1457,-5.8,84
113628,14.1,69
41438,-10.8,78
102086,26.2,53
68751,6.8,94
54591,13.0,79
135040,2.4,41
15613,16.6,54
62492,21.6,38
49898,24.6,66
111637,-10.2,75
51463,9.9,55
38942,18.8,32
18106,-6.0,76
58082,-11.5,90
106579,1.0,92
16095,12.7,63
41933,-12.9,61
39964,6.6,85
93373,1.4,96
115760,6.5,59
56895,15.6,41
73625,29.7,26
58727,-8.1,73
13547,12.4,52
30318,-6.5,81
15822,18.2,46
125113,27.2,38
1332,1.6,71
131552,14.2,73
99792,-2.0,64
86464,8.2,77
12576,0.0,94
34203,1.0,96
65147,-23.4,67
60409,23.2,28
83850,18.8,39
63142,8.1,42
10131,13.6,44
6965,-10.5,72
138369,8.7,81
37159,22.5,24
82890,-4.5,86
137318,29.9,18
73452,24.1,36
106113,3.7,79
37563,20.6,38
88984,-2.1,40
98246,4.2,60
79282,20.0,49
97381,16.9,38
113198,18.7,63
78073,26.6,22
41667,-4.1,93
12799,0.2,86
130950,15.1,59
6302,-19.0,86
44316,21.2,68
47066,-17.7,89
18730,-6.0,89
15838,8.4,96
69976,-9.5,66
118061,3.9,87
58674,-16.5,81
61798,22.4,35
131916,29.9,31
45259,11.5,55
15192,29.8,41
119787,23.5,55
124632,14.3,39
117500,1.3,98
124391,17.6,36
30250,-4.0,94
56780,13.2,78
123623,-8.8,72
82717,-18.1,60
104136,-1.4,90
27975,-1.0,73
63218,-6.4,83
124851,14.6,40
124528,9.1,53
50196,21.0,54
107975,26.9,35
102000,21.5,49
40280,-2.3,94
137046,29.3,19
72455,24.2,39
80213,16.8,32
50538,25.6,31
123812,9.1,61
94337,-4.6,79
45552,10.0,42
41029,6.1,33
56090,21.1,54
62220,18.2,36
87020,3.3,92
49571,27.2,40
77269,7.8,89
34794,-4.9,74
19393,8.6,62
107427,18.5,47
99073,-14.0,73
25719,27.5,32
26548,21.4,69
90776,29.1,23
92434,2.7,73
91063,37.2,21
17001,-5.2,75
95414,23.6,39
98472,5.5,52
64212,4.1,40
94797,-6.0,89
4623,1.4,96
98966,4.7,77
28297,1.4,83
101918,12.4,71
48502,8.1,42
137745,18.2,79
94619,-2.4,91
99103,-16.5,76
62031,16.5,52
118152,11.2,67
60358,15.6,57
92020,14.0,34
36722,11.0,39
130741,15.1,70
82063,-4.1,91
3923,11.6,45
42708,18.0,58
99205,-16.1,84
28966,2.5,83
21349,25.5,36
74719,12.2,38
86918,1.2,81
90842,30.0,29
97467,21.6,44
90799,14.1,57
20434,21.5,57
77296,1.6,78
34182,12.9,38
72464,20.3,37
97693,9.8,93
79011,24.8,30
6683,-1.0,97
31968,16.4,61
51000,12.3,43
14361,24.8,28
90955,28.6,32
17136,-13.8,86
14889,21.6,38
26721,15.8,88
134543,1.2,91
48170,13.2,36
93112,2.2,83
53978,9.9,58
76494,-9.6,79
75003,8.3,59
59406,-22.6,85
81430,-1.6,64
49819,24.6,32
35652,7.6,89
58042,-2.5,93
102451,24.1,54
83802,19.6,47
68392,26.4,24
84041,27.3,20
119539,27.0,33
131924,24.6,50
130158,6.3,69
20361,18.3,88
56036,25.3,42
15881,24.5,39
8311,22.1,41
30546,13.0,41
73520,13.8,71
14643,20.2,59
63557,8.7,47
54381,14.4,68
49952,20.0,80
11318,-0.8,93
93281,-4.0,92
5794,0.6,96
111202,-20.0,83
56129,6.0,82
90109,15.6,49
36795,10.5,42
29573,-22.9,79
74009,23.1,27
80624,7.7,64
129892,-2.6,78
6540,-4.2,89
1330,-6.4,91
132184,33.8,23
115496,22.4,15
39570,3.6,90
117320,-0.3,62
107850,17.0,50
129364,-14.6,73
112161,0.2,89
118732,9.1,43
63070,11.1,77
18829,9.4,49
119014,20.3,41
76079,-14.0,92
113770,29.0,26
58253,-2.1,82
63254,15.6,21
91146,30.0,31
126381,17.7,47
17911,-9.9,78
29253,-4.8,95
30492,1.6,94
51562,6.6,77
14998,27.9,37
89205,17.9,34
48529,0.7,79
56277,25.7,22
130569,19.2,33
46239,-3.9,92
56166,25.4,43
27417,17.0,83
70587,-7.9,71
70,-10.8,70
89852,14.0,93
118887,17.0,49
46570,-1.2,87
137978,24.0,58
11168,-14.8,88
81282,2.1,87
110999,3.4,57
77868,6.0,86
113506,19.4,78
81703,-3.3,46
9481,36.2,17
124127,-3.8,87
130274,3.4,86
19751,22.8,53
35356,-7.3,85
136576,11.8,84
132057,28.9,38
70275,-10.9,98
58309,-4.9,91
120166,26.5,38
32957,23.6,31
23025,-1.6,83
135100,-10.5,79
61100,21.0,55
3833,26.0,29
76600,-7.1,69
78664,31.4,18
42099,-14.4,82
22473,-6.1,92
85403,26.3,28
45866,6.7,65
87291,-16.8,74
82231,7.2,67
101146,14.1,58
64832,-24.0,90
115698,1.3,76
127755,3.5,74
124044,8.5,68
52619,-10.2,86
13968,14.6,63
118101,-0.6,74
114876,23.9,37
88587,-0.9,74
18500,-16.7,80
62445,18.2,42
29182,-13.2,88
76941,-1.3,77
102152,27.8,37
87437,-4.7,82
3581,20.2,53
56457,25.4,34
71955,8.8,52
118925,9.3,58
35101,-11.8,89
83188,7.2,58
30747,0.0,94
68424,10.9,95
60537,21.8,18
6442,1.2,94
115560,8.7,51
131497,30.0,20
45257,11.5,71
32428,21.4,47
20408,23.8,53
86013,18.6,50
12739,-0.4,96
108349,26.3,50
4415,7.8,96
78172,19.2,65
62016,16.6,47
73623,30.6,25
25026,13.8,37
89444,12.1,50
55340,21.8,44
137738,31.6,31
134322,-9.7,91
71472,-4.7,91
111007,-7.7,90
36348,6.0,66
60516,24.0,42
1540,15.6,46
30069,-16.3,74
11547,-7.9,90
52706,-3.7,60
50066,20.8,69
26327,17.4,83
22350,-2.6,87
33031,16.5,49
36290,3.1,69
51540,8.0,58
133844,-10.0,55
136621,17.1,46
93132,1.5,82
45070,5.9,69
6516,-4.6,76
117102,-4.8,86
66946,22.0,48
22767,2.0,71
43961,25.8,38
59935,7.7,67
134363,-9.7,75
119531,25.5,33
88828,-2.4,76
133095,19.1,29
115041,7.0,85
20294,18.5,70
42455,7.0,73
97620,20.6,44
110757,2.3,78
19382,12.9,94
110533,10.1,50
60556,8.1,60
94269,-8.5,77
74226,12.7,47
17148,-7.3,93
56072,19.4,72
26397,17.0,73
29892,-24.9,82
119413,21.2,29
121134,7.0,85
122221,-1.5,93
13845,7.6,62
129448,1.4,81
120873,21.2,28
7476,24.2,25
111995,-3.3,88
85039,24.2,27
126124,25.7,36
29609,-9.2,83
93119,0.0,85
72408,22.8,28
131251,24.4,45
3007,16.2,90
126635,25.9,30
123461,-4.2,87
46732,-16.1,93
57951,2.3,81
65067,-2.3,98
88878,0.0,84
95016,12.4,66
2968,26.9,36
23637,-4.7,76
176,-11.8,88
101267,6.6,90
62628,11.6,67
55924,28.6,28
29634,-25.1,74
115255,28.4,28
133183,7.0,77
131135,11.3,57
32062,20.2,44
63725,1.4,93
66842,22.8,45
13867,15.4,33
24079,-17.4,82
95448,18.2,63
42250,-1.5,88
44059,24.2,44
131755,28.3,35
75872,-23.1,77
44781,23.2,37
78123,24.0,48
29438,1.6,74
98733,-15.0,66
75424,-6.2,92
64474,-8.9,86
78050,15.0,54
105694,-14.1,86
64329,-15.6,65
72975,19.5,49
57552,-3.8,87
126103,21.6,39
19025,-2.8,89
22977,-4.3,82
122251,-18.8,80
134409,1.0,93
71464,0.8,92
53415,4.8,52
126353,10.8,66
1107,1.0,94
41299,1.4,91
74708,17.6,26
82891,2.9,87
107331,6.6,62
98389,1.9,95
10999,19.0,30
65804,-3.1,63
17872,-0.6,91
8517,21.4,39
97002,25.2,57
120731,30.4,21
10157,12.8,65
64063,-3.0,95
58644,3.9,43
33559,20.6,30
92312,3.8,97
41356,3.1,53
129058,-4.3,86
97523,10.6,85
59084,-13.1,81
64405,-18.6,61
136700,15.6,47
99177,-3.2,81
4337,4.1,85
45230,10.2,40
77297,5.9,78
69755,-14.3,92
37809,22.6,30
86942,-3.8,92
30362,-4.4,60
15899,15.0,74
4184,28.6,23
112842,14.0,26
70933,-16.6,84
3994,22.2,36
39810,10.0,87
82647,1.4,72
38943,19.6,59
119791,12.6,73
109712,0.8,85
131151,24.3,31
91697,16.5,58
96872,27.7,38
6979,-12.1,81
57411,6.3,70
37686,28.2,37
108922,18.3,75
88599,3.8,45
41180,-3.1,61
54303,3.3,95
129776,-12.9,72
136353,8.0,64
67265,20.2,48
123560,3.4,90
61423,25.0,29
73683,25.0,31
1030,4.2,49
27445,22.6,47
95628,14.8,75
15477,11.8,77
9656,17.0,79
78175,15.6,59
38364,20.5,54
73672,38.5,22
62149,30.0,30
122106,-8.8,92
30095,-19.9,79
69089,-0.2,86
110526,1.6,89
46396,-16.2,81
11886,2.2,73
86,8.4,58
39851,5.8,80
8880,12.8,76
378,-18.5,81
84395,31.3,24
30418,-2.0,92
124136,3.8,90
68404,26.4,20
94237,-12.3,84
6034,-8.6,86
54388,0.3,90
54907,11.9,88
108515,23.7,29
6684,-2.0,98
109801,2.4,51
85616,13.9,61
56320,17.5,43
73443,16.7,57
21597,18.3,67
130066,5.2,74
106690,-2.2,89
99420,1.4,89
22527,-6.5,84
125398,27.0,23
22446,3.2,90
124092,14.1,34
2447,10.0,79
64819,6.6,73
25434,12.7,74
59492,-3.5,76
56665,25.8,35
6363,-8.4,80
123787,6.6,64
79443,19.2,88
38583,31.4,21
91721,20.0,39
69562,2.2,97
19080,2.3,79
89536,11.2,42
43623,30.0,22
39527,19.6,53
138547,13.6,81
79155,20.0,71
71944,16.0,23
55218,16.0,48
29299,-11.0,75
2230,7.0,64
107483,28.5,33
75600,-2.9,78
96639,27.0,35
101226,15.7,35
104399,1.7,93
149,-6.8,91
83963,29.8,37
13915,21.6,28
83179,6.0,71
38631,33.6,26
