index,Temperature
12258,-15.1
64360,-15.8
10693,2.3
107171,16.7
19447,9.3
16889,2.8
61733,23.8
99916,0.3
77783,26.0
51898,-1.0
54046,6.6
89722,9.3
104224,3.1
4253,8.1
71722,19.1
42143,13.3
6054,4.9
124204,-4.8
69411,-4.0
11574,-3.3
101366,13.3
45141,10.6
15693,8.7
53594,-1.4
93294,-1.7
22693,-1.9
127982,-3.2
33759,10.5
123753,2.6
18078,-1.2
137996,24.0
65513,-0.4
79505,15.2
86819,0.5
16200,23.2
138610,12.5
128623,-0.7
33225,21.9
57809,1.3
70918,5.1
36590,6.4
113223,17.8
9263,18.4
100170,-4.4
92863,0.7
66546,12.6
84621,20.6
44267,28.6
19221,-7.5
25783,31.2
36477,-4.5
107164,14.6
16622,-3.8
62892,5.0
89632,9.8
110331,-4.0
104026,11.3
41735,1.6
126169,31.0
90772,25.8
101599,9.2
124796,12.3
66796,21.2
48410,17.2
97975,21.2
97498,21.7
65786,2.8
50323,21.4
19331,11.8
15727,10.6
14843,24.1
9207,30.0
101608,22.2
109580,13.0
92359,0.4
133821,3.8
125265,27.1
136769,12.2
102825,36.0
105435,-8.7
71467,9.6
85954,12.8
96054,26.3
118522,17.8
58658,-9.1
71961,26.4
135319,-4.5
2490,16.3
50186,30.4
95318,19.2
97244,21.0
31776,18.2
10238,8.8
112658,5.5
104709,-0.3
22173,5.5
41320,3.1
100618,-5.2
107329,13.1
127774,1.6
37911,30.0
114956,18.6
98290,-2.1
74461,18.2
41828,-24.0
103567,13.6
74406,20.3
17901,0.0
42682,12.4
87956,-8.9
22964,-3.7
73468,22.0
13678,9.6
136552,23.4
127912,-6.0
67153,17.6
700,-7.4
31894,31.6
86671,-3.9
107310,22.9
38713,24.0
117152,-2.9
137772,21.8
73279,18.3
23048,-13.3
89689,26.6
100818,-15.6
55194,27.6
45645,3.4
89902,6.8
55677,24.7
130046,12.1
15207,35.4
32756,22.0
97334,30.1
88450,-12.4
59842,-6.2
107439,15.5
7433,15.4
117874,-10.9
52535,-5.7
44513,16.4
74841,12.8
22823,-2.7
11236,-15.1
5354,-8.6
76128,-6.3
22125,3.8
39903,9.5
58167,-5.7
65571,-1.4
118609,6.8
134897,-20.3
84949,28.6
133947,-16.4
134574,-32.2
30943,8.7
10720,-2.3
23314,-4.3
1202,4.4
115471,8.7
66378,21.6
33813,13.2
105437,-4.8
30630,9.8
88550,-0.8
43036,13.3
39174,20.7
95617,9.6
10120,20.2
39521,7.8
133237,10.2
91780,15.9
31224,21.6
29690,-19.0
9255,34.3
64207,1.8
138515,7.1
31549,18.8
65390,4.8
63393,1.7
15697,6.7
27434,18.4
14252,19.2
1598,8.2
54903,20.3
96992,20.8
102469,24.0
114466,27.8
5979,-0.2
130393,17.8
80529,8.8
132287,10.9
30162,-0.3
118741,21.4
42243,8.3
59146,-11.4
64911,-4.9
128685,-6.0
91105,21.5
103615,7.3
111935,-14.7
53141,-9.3
100416,-1.4
104307,-0.2
13575,14.5
65017,3.1
104787,-6.1
108891,18.1
48828,12.3
90317,20.1
2542,20.0
112253,-1.3
11779,0.9
64362,-16.7
52130,-3.7
136933,32.8
32312,21.6
79190,26.7
43598,17.1
65009,-3.8
84589,24.6
20201,18.3
105470,-9.7
130410,13.7
112839,16.3
21081,35.3
30570,-6.3
29009,-13.1
11335,-13.3
88974,-0.2
53558,2.8
83630,2.2
94109,-0.3
19010,-0.2
12024,-2.9
130195,16.0
13752,18.8
75178,7.0
5759,-9.0
34375,5.1
11458,-13.6
7382,13.4
102083,17.9
16884,8.0
74254,16.2
50392,30.8
109519,10.9
3057,27.0
107047,11.3
16245,0.8
38772,30.2
106612,-3.9
81731,-3.6
29137,-12.5
25995,18.8
111598,-5.5
60768,13.6
81230,-4.4
128226,-4.6
5828,3.1
3842,26.9
92005,15.5
44743,28.8
59390,-21.9
121105,10.4
106783,1.2
132252,16.8
35642,4.2
53844,-4.2
71256,-11.5
19775,14.0
18191,-11.0
55170,20.4
52111,-1.1
33858,9.6
40722,-4.4
69785,-1.1
92150,29.7
8653,27.5
74245,20.6
64623,-18.2
99994,2.4
49971,23.3
119928,34.6
111123,-6.9
83640,19.4
78559,26.8
98666,-6.6
120560,21.5
14266,19.4
2338,13.9
85063,30.9
75741,-13.3
12321,-9.8
114855,20.5
90309,16.2
134664,-11.4
133725,-3.2
127570,5.8
57578,-5.4
136668,12.4
41931,0.6
123079,-2.5
7751,19.2
99971,-19.8
90225,11.0
115908,15.6
27811,7.3
43700,27.9
48383,6.2
33060,18.5
19454,2.0
28119,19.8
126584,28.2
23111,-6.6
92083,7.7
41807,-1.0
134133,-10.2
74114,13.8
83207,5.7
441,-8.3
130471,25.3
87884,-2.3
49309,23.6
82677,-27.4
61399,32.4
15694,5.1
73515,18.6
72224,6.9
73357,25.4
90766,22.0
95290,10.1
78918,22.4
38348,24.8
63896,0.2
112388,17.1
46460,-5.0
40823,-2.0
46159,-2.3
42781,19.9
69704,-1.8
52131,-6.3
122390,-1.5
107304,23.1
102185,24.9
97389,17.1
112820,12.2
95007,4.2
96677,31.8
1424,4.3
24420,15.0
49225,16.6
1630,12.4
66977,13.0
56083,18.4
121719,7.4
97130,24.4
57431,7.0
99078,4.5
19537,9.8
47610,-3.3
62152,32.7
12283,-5.6
57914,1.8
29222,1.3
121054,9.9
66632,19.4
55622,31.9
93347,-4.6
58424,1.2
13757,9.1
71645,-0.6
107961,27.1
92395,-1.4
18275,0.9
84507,26.4
5737,2.7
57006,22.0
36883,12.2
49267,13.4
96088,20.4
8341,16.7
4148,25.1
43049,18.5
99164,-1.3
5845,-0.3
74983,18.8
130399,18.2
26355,14.8
14009,14.2
10894,3.3
32462,22.4
72028,16.1
74179,8.8
36480,6.1
51842,2.0
108258,31.4
125199,17.8
136802,17.6
14038,20.8
116206,2.8
73261,27.2
23967,-9.8
136861,18.4
92982,9.4
71953,6.4
19653,17.3
2707,21.6
55388,25.8
30227,-12.7
103592,23.8
129552,1.0
35532,-11.0
137459,29.0
51276,13.3
115239,29.7
136103,20.2
51872,-1.8
5864,-1.6
72696,23.7
14473,25.7
112883,8.7
85964,12.2
33491,6.2
23343,-0.6
60257,6.9
77856,7.0
16044,15.5
119139,17.2
12700,4.4
124173,-4.5
110891,-19.4
27059,11.7
31867,30.2
52113,-6.5
21594,12.0
27463,31.0
88305,3.2
12829,-0.3
50935,11.8
116648,-5.3
109948,4.3
89316,20.4
83724,4.2
70944,-1.9
123415,1.9
86482,16.4
44779,25.8
26426,23.4
46056,3.8
62044,20.0
20805,18.5
116253,-17.2
64799,-0.5
119595,21.2
5534,-2.7
46317,-1.8
132268,18.1
33423,9.2
105725,-7.7
28499,3.4
91004,26.7
12325,-0.2
74431,10.7
109620,18.7
12977,5.0
6695,-4.9
56100,26.3
131592,28.0
72463,16.6
129875,-0.2
115415,9.7
29239,2.4
1763,16.2
115534,9.2
32645,25.8
5232,0.6
119437,16.2
132782,8.6
10671,1.2
5346,-5.1
87607,3.8
39183,16.2
99257,-10.3
28578,-3.0
16126,16.0
33905,1.9
111792,-4.5
9138,22.1
5215,-0.4
97802,16.4
30317,6.2
115043,8.6
25768,23.6
12950,7.0
56452,23.0
116579,1.9
76307,-12.2
96739,27.7
98915,-8.6
82053,-3.9
130545,16.8
104468,1.9
75571,-2.9
117063,3.9
39928,12.8
60932,23.1
68929,14.4
23635,-5.9
113009,2.5
105239,-9.0
67563,28.1
97560,29.3
119979,24.1
89239,16.0
5415,-6.7
14217,29.1
19729,8.6
35683,-3.6
19443,5.4
125513,35.8
108358,30.4
45062,22.8
1134,2.5
70806,-6.9
90679,22.0
18301,0.0
102477,19.8
33535,7.8
4764,-2.6
39960,12.2
118577,6.9
23208,-6.1
35823,-4.4
83027,0.2
82603,-7.6
62895,16.2
98516,4.3
127887,-5.0
31721,25.9
85572,26.9
56205,20.0
72430,17.3
27812,22.9
101237,7.0
106024,0.7
100074,-5.9
76250,-5.2
81859,-8.1
36588,8.6
126627,10.0
134211,-6.6
39590,5.6
110360,1.5
132189,22.9
59173,-13.4
66854,26.6
19872,16.2
133743,-3.9
29789,-11.5
96793,28.2
33,-17.7
6213,-3.5
46932,-30.3
35604,-6.1
58898,-19.8
3898,17.6
25291,16.2
28416,3.5
119308,22.6
15365,27.8
75022,7.0
135854,4.9
66426,23.2
70550,-10.4
122881,-7.3
125523,22.0
65374,-11.5
125843,17.6
78756,28.2
15509,12.7
110435,4.0
74171,19.4
98825,3.0
43059,11.6
10456,4.5
89237,14.8
125929,32.7
21036,20.1
41789,-18.2
10888,8.6
31026,9.8
68262,29.2
4685,3.4
17364,-20.4
70281,-6.9
20689,17.0
10565,0.7
39061,31.2
24540,6.8
99081,-11.6
80828,6.3
77566,9.5
42714,16.6
71393,-3.4
135650,-0.3
126572,23.9
75625,-9.4
112731,10.7
87633,-3.3
121392,7.8
62554,14.2
120093,27.0
63857,-14.3
23020,-2.6
126556,23.8
28076,0.4
10867,0.7
37231,9.8
32248,35.9
31988,20.2
33402,18.2
135568,2.6
137907,20.2
20355,14.6
94863,-7.7
81327,8.8
123947,-4.0
31499,23.7
15557,21.4
48525,10.4
86331,6.2
3010,16.0
121655,13.7
59747,2.3
65299,-28.1
61204,20.0
62832,14.5
43176,29.1
122352,-16.5
111309,-13.1
35066,-6.6
103464,18.8
30840,10.0
45296,0.2
114602,19.1
74138,22.0
112283,0.0
67404,19.6
78275,15.0
128621,0.7
41766,-16.1
68888,19.4
7448,21.2
49453,27.2
120175,22.2
93876,3.1
5308,-7.0
94662,17.6
91415,24.9
86197,11.4
123713,-5.5
47868,-8.7
94408,18.8
117542,-6.1
112895,8.6
48165,13.7
53226,-16.2
99891,-18.6
21324,21.4
8579,26.5
26043,17.5
85071,21.6
102668,18.8
90238,18.5
59237,-20.6
134245,-8.9
103270,30.5
137845,28.1
49893,32.5
17252,-16.3
91755,15.3
56772,17.7
11749,8.3
92102,17.6
36885,15.4
44481,13.8
107976,30.3
136554,16.3
91562,23.5
36998,8.0
88316,-17.2
126251,27.9
3511,37.0
66751,15.0
36458,17.5
114138,28.8
3313,18.3
26103,22.4
2323,14.2
119973,26.5
91151,15.1
115761,0.5
26582,17.3
100338,-8.5
20901,20.7
109361,11.3
135945,13.4
125857,17.0
134263,-6.3
76841,1.4
82350,-31.0
138648,12.9
63633,-7.7
63145,7.8
8399,15.5
43411,13.6
62512,13.7
110043,-1.3
102930,15.4
3882,21.8
90755,18.8
77968,11.0
68961,4.7
64638,-4.3
98108,2.9
12751,5.2
73945,28.6
5185,-6.1
31418,11.5
4615,3.4
56101,15.4
65069,2.4
36882,11.3
84089,29.4
60508,17.5
84088,14.8
103823,0.3
136713,29.0
93552,4.6
51808,0.4
79929,26.8
82353,-35.3
83361,-1.6
133837,4.0
73446,27.7
98607,-0.8
54602,19.2
91420,14.9
135579,-2.0
65992,14.9
76934,10.2
43530,23.4
6324,-12.8
98658,-7.1
58341,-16.6
27152,17.0
60559,9.5
25623,20.4
120303,20.9
8296,17.1
17436,-12.3
21403,21.2
71015,-11.2
14346,16.3
31294,11.9
107491,20.6
125213,21.0
70154,4.4
50399,19.6
119605,26.6
23822,-3.0
128869,-13.7
10093,9.8
113105,11.4
87115,-5.3
134983,4.0
46813,-22.8
74359,20.2
97094,30.4
69386,-5.2
67895,29.0
60404,14.0
8569,31.5
79186,24.6
72396,8.4
128039,1.1
47826,-10.1
35122,-21.1
109652,25.2
89738,8.4
24159,-17.5
15082,30.2
22256,1.4
124247,9.9
74064,23.6
10615,14.4
79927,25.4
75293,2.5
101592,19.8
102091,25.3
57979,-1.5
62174,24.8
21757,19.8
122892,-13.0
21240,23.9
75374,-4.2
15696,7.1
22573,2.2
80028,25.3
117447,-0.5
52665,-11.5
413,-4.0
88687,2.1
125329,20.6
75971,-9.5
82281,-24.5
20166,23.9
59396,2.9
65281,-26.9
15610,18.3
124826,21.0
2507,29.2
470,8.2
113638,33.4
111969,-16.0
23296,-5.2
111712,-23.3
133050,10.0
68720,6.2
123553,-29.7
93704,-0.1
109137,10.1
81195,-4.5
16434,-3.9
117984,-2.7
10359,10.0
130419,6.5
34926,-3.1
60871,23.1
52371,-1.8
133827,5.6
98854,4.5
2276,16.1
95783,23.6
47450,-11.8
91993,22.2
106195,-17.9
27897,16.2
44853,31.2
53617,-4.7
134526,3.4
118963,15.9
127110,12.0
71344,4.9
138066,17.0
111947,-13.8
113375,4.5
127181,7.5
114877,14.5
21054,19.4
98768,-11.9
86119,26.6
101713,12.9
61195,26.3
46709,-11.8
116124,1.3
82227,-1.4
84199,32.8
57004,13.4
82411,-17.3
76833,-0.7
32015,25.5
108717,24.2
136334,14.7
124977,11.5
39372,14.8
61374,20.0
75064,5.5
40949,-7.9
51868,-2.2
107785,18.5
88657,0.5
63584,2.9
5488,-5.8
54658,14.0
109222,24.7
32182,29.2
29771,-12.3
46455,-5.5
43900,20.8
30812,-0.6
116204,4.1
6235,-6.3
25665,5.7
130335,14.9
5705,8.3
57817,-0.2
132263,22.0
131014,24.7
78676,15.0
54508,12.2
105000,-0.6
113662,16.8
113640,33.1
108889,30.6
41506,3.2
10808,8.7
67017,27.4
108905,22.1
25027,12.4
48050,3.4
129975,-1.9
80566,18.0
94832,8.7
117754,-3.6
123954,-3.8
98933,-3.9
3059,29.2
94160,-14.1
41654,-9.5
47608,-0.3
11466,-14.8
124341,19.8
75747,-18.1
4599,4.4
39311,7.0
94387,2.3
84154,23.4
53484,-5.9
73405,27.2
44633,22.8
57336,10.2
115330,-3.4
128311,0.2
94473,-0.1
47662,-1.4
91587,8.9
79610,21.7
112006,9.7
138580,13.0
9500,24.8
111468,-20.5
58569,-3.9
94675,-8.9
34066,13.2
70924,-2.9
4689,-3.2
12435,5.2
103957,20.0
43467,19.1
59759,2.8
27697,11.4
59852,-2.2
52103,9.8
37072,0.6
5175,-1.4
79612,17.8
92719,10.2
51251,4.0
124008,5.5
95404,18.3
83348,7.8
108221,27.6
96607,20.3
27466,14.6
107125,20.6
102609,19.4
43320,26.8
38595,28.2
73707,37.4
59619,-0.4
94308,2.4
33582,10.8
129979,0.5
54794,14.0
46020,7.0
52397,-8.3
126565,25.5
91745,5.1
18726,-8.1
89238,13.5
92415,-4.7
72388,26.3
46878,-9.3
94678,3.3
9418,22.2
1910,20.7
52711,-20.2
130878,9.1
123650,-10.8
27084,24.2
6527,-7.4
121024,7.5
9980,17.2
70820,-6.5
94632,11.1
75797,-19.3
126499,17.5
6882,-3.0
62357,28.4
57643,-2.7
9897,22.3
19108,6.1
78927,24.8
106336,3.1
80070,24.2
112247,1.0
93306,-6.4
122554,-21.8
62755,14.3
37278,13.6
91667,14.3
33740,9.2
39976,14.2
136775,30.3
111898,-2.3
118010,3.9
55285,19.4
122605,-24.1
123121,-3.0
57327,3.6
68137,18.0
116429,-0.5
115687,11.5
26632,27.6
1501,0.5
61548,23.2
61048,24.2
97747,14.2
32807,19.8
86632,-2.9
28312,12.6
52059,5.0
15614,14.8
50827,24.8
117527,10.4
102853,28.1
94216,-0.7
81888,-6.2
16514,0.2
79067,25.0
121011,9.3
60322,18.9
95167,5.2
115431,14.7
40836,-3.1
90064,15.3
135527,23.0
108536,34.9
108032,15.9
77444,7.6
50632,29.2
119221,28.8
4710,2.6
69480,-6.4
31406,10.1
6916,-2.3
23392,-13.3
136177,6.0
134185,-2.5
37842,17.8
24705,-0.3
43561,23.6
19161,17.6
121909,10.3
134882,-7.2
116309,-6.4
63005,5.8
40713,-1.0
50868,19.4
99898,1.6
47721,0.9
125807,22.8
137698,19.4
25324,7.7
101703,27.0
110930,-18.6
37840,15.2
46749,-25.4
122731,-9.8
58680,-16.5
82972,-2.4
90090,30.6
79418,26.0
131793,20.0
47063,-12.8
91581,11.6
101327,5.9
43046,17.6
58003,0.7
13624,15.0
883,-5.4
81324,4.5
124723,19.6
54956,15.7
100304,-0.4
52511,-17.8
89209,15.9
118420,12.9
19536,10.8
134876,-7.0
21564,11.2
42854,12.6
130203,16.2
63752,8.1
15083,24.6
82892,-13.6
78264,20.0
43005,12.6
85154,26.3
68704,14.4
127239,14.0
14025,16.6
54416,-4.1
17240,-12.1
5579,-12.1
71983,13.7
23469,-9.2
80557,6.8
14597,26.8
505,-3.9
69761,-5.5
53362,-15.2
101090,13.6
57663,-4.6
63868,-9.9
132636,8.6
138454,28.6
77351,-0.8
68981,11.2
35372,-5.7
70104,-8.8
8535,24.4
13864,19.4
54983,30.9
47464,-3.0
84937,28.9
27323,20.3
133717,0.5
14005,16.7
39656,7.6
97830,25.6
78212,14.8
72989,25.0
44878,12.0
1549,5.8
78087,17.6
47730,4.8
78814,26.4
89030,-1.6
110318,-13.3
106764,5.5
2547,11.0
7863,27.4
58183,-9.1
29614,-18.8
111680,-19.0
12881,1.0
49569,20.0
52880,-3.5
123755,1.3
137387,20.8
107592,16.0
72142,11.3
138743,24.0
109573,26.2
23623,-2.2
53540,-1.2
14121,17.0
2893,20.3
38162,19.6
84668,24.9
2950,26.4
45941,-13.1
50194,14.2
34445,-0.8
122785,-12.9
129258,-2.0
11811,1.0
83572,19.6
93817,-1.6
73069,21.0
34615,8.1
103307,21.4
132564,34.4
138163,25.3
93546,1.9
69664,-6.2
52968,3.9
26910,13.5
97531,17.4
105835,-9.8
38309,31.0
120760,26.0
81615,-5.8
69291,-5.7
124382,4.3
63842,-12.2
54296,11.4
72814,23.2
14486,24.9
6946,9.9
59872,-2.3
58525,-9.0
63736,4.5
31266,21.7
52893,-2.0
120630,29.4
342,-13.7
50776,23.0
19419,22.9
22685,-1.9
134217,-2.2
291,-6.3
78811,21.6
78354,17.8
67780,36.7
47987,3.4
39155,24.6
82923,-3.7
99374,2.5
72237,11.8
40497,-3.1
106540,6.6
127433,17.0
295,-1.0
59028,-8.3
128456,-12.5
134842,-17.5
99528,4.6
13183,6.3
117507,4.8
81320,10.4
74001,14.8
61728,17.2
120091,28.0
82508,-16.5
3431,33.2
72948,26.0
44692,26.4
100255,-2.5
112902,18.3
90416,21.2
78512,12.0
101983,14.7
48082,-3.3
4735,-5.3
81505,3.9
41872,-16.9
102015,17.8
98623,-9.1
52732,-2.0
116298,-3.2
26584,19.2
30679,-2.2
130343,19.2
47831,-2.8
14215,29.0
92184,23.0
73437,22.4
20933,24.7
6232,-15.0
74939,12.0
118604,9.1
12885,9.2
78472,27.4
29275,-4.0
10849,7.2
79441,19.0
57571,7.9
48220,8.2
117429,1.4
116404,5.1
39329,8.4
54065,1.2
58034,-4.4
127823,3.0
64375,-13.6
91309,15.7
100279,7.2
5960,-10.5
11978,-3.6
72862,23.6
13774,10.8
117377,-12.2
99260,-10.2
106454,17.9
81005,4.1
106969,18.2
22651,-2.2
80712,13.2
38882,17.0
6848,-3.4
82108,-5.2
98924,8.6
29246,-25.2
111312,-2.9
6248,-9.4
14503,19.1
63630,-7.2
138594,12.2
1346,-4.7
31899,28.6
90720,18.8
69746,-7.3
91469,11.3
134637,-17.4
13957,5.2
97139,18.6
138256,9.9
24775,7.4
61460,28.4
51505,0.2
107090,7.2
27218,23.4
45214,8.8
94553,1.2
121499,13.1
115987,-1.0
106798,1.0
94124,6.4
82832,-8.5
79438,22.8
41134,-8.8
14185,26.8
95466,14.0
65188,-23.4
138690,11.6
13816,23.1
17784,1.4
24812,13.0
63600,3.1
14912,18.6
90156,22.9
93830,-3.7
119108,11.4
12539,-6.4
76777,-0.3
11459,-6.0
28632,6.3
134554,0.2
83372,1.6
31240,16.8
128896,-4.4
12509,-1.6
97032,26.6
13321,7.0
80787,2.0
44206,23.1
110062,7.0
122054,-6.5
96281,21.5
88539,2.5
42557,15.8
71470,-4.2
110248,-4.6
80511,8.0
87234,-9.6
133441,9.1
103851,8.4
55588,28.8
79313,27.4
32965,18.5
43999,21.7
94379,1.2
14475,25.4
120960,11.2
127804,5.8
35418,-19.4
2073,20.0
111982,-0.7
86449,7.3
92243,-1.4
82626,-0.8
28472,2.4
70983,-12.2
73518,22.0
99718,1.9
55632,20.0
28679,8.3
23904,-15.4
89171,11.8
77030,7.2
134381,-1.2
134961,0.3
53858,-8.3
75983,-10.7
32114,25.1
100232,-2.6
83922,14.0
132177,19.2
52352,-1.8
83316,0.6
104408,5.0
99351,-4.7
125532,23.5
118331,12.4
84919,33.9
79260,22.4
87547,1.9
51688,5.3
7748,18.2
106207,-18.5
56043,26.8
130329,11.7
54776,20.2
117277,-9.9
130190,8.9
134914,-3.2
46884,-9.4
126232,31.2
55616,21.3
98653,-13.9
68204,18.4
7995,24.6
37287,17.1
53125,-9.8
25668,12.5
24908,11.6
11968,-6.0
113882,27.0
42091,5.0
22387,11.7
64015,-2.5
45412,12.5
21854,2.3
50088,36.9
21772,5.2
68973,7.3
89488,7.7
82514,-13.9
57188,12.2
71233,-1.3
136381,10.1
2211,27.2
85588,32.8
87489,-0.7
95807,14.8
107431,30.7
60441,28.9
119709,20.0
5946,-11.2
9889,15.8
102508,20.8
27286,24.8
128119,10.1
89191,18.3
67923,26.7
31134,8.8
11082,7.0
26791,26.6
126745,17.9
92836,-14.2
50266,24.6
74422,19.4
23213,2.1
51501,5.8
124594,15.6
107244,14.5
49638,22.1
110036,14.1
130656,13.8
20015,14.9
6192,-5.6
55663,14.0
33966,10.0
37061,14.6
107207,12.5
109764,18.7
10243,19.5
6602,-3.8
40997,-2.2
37963,23.3
57989,-3.0
82612,-1.4
6098,-0.6
39981,10.6
71740,14.6
109172,16.1
117761,3.5
119242,30.9
46890,-22.6
84197,32.4
74587,9.7
128766,-6.9
100430,0.6
134158,-14.8
73726,17.3
71173,-6.6
107965,21.0
64064,-2.4
82397,-16.8
48632,20.6
100914,-2.1
42556,2.0
34014,2.7
57917,0.2
56818,18.2
66992,17.0
10757,7.6
40111,5.2
44061,18.3
2538,23.7
29112,-13.6
34871,4.6
44535,25.6
15114,25.7
138152,30.0
138585,18.6
67472,15.8
35589,-12.0
90773,34.6
98280,-0.3
27923,9.8
12481,-3.3
67536,14.8
20503,26.8
7351,14.3
20409,24.2
92791,3.9
123469,-2.0
18822,-2.6
122893,-6.3
38626,19.8
137476,28.8
132053,29.6
10214,13.9
16842,4.8
107927,26.3
3507,31.9
37802,19.9
101199,10.7
105320,-3.7
56128,22.4
69548,-15.9
123835,7.4
72866,17.4
18938,-3.0
41439,4.8
50320,19.5
129876,-5.0
114735,18.3
625,-1.3
6552,-1.9
118483,-1.1
40757,8.5
7442,3.5
135362,-0.3
45888,9.0
74568,9.5
96947,20.4
49878,24.3
54768,8.5
63487,3.0
41696,-28.4
35188,-13.8
26087,25.3
74969,17.6
8105,23.3
33947,1.8
99902,-2.5
39830,14.3
91629,12.3
127305,15.1
113112,32.7
108075,24.2
10912,-3.1
84915,10.6
136004,13.5
138567,18.9
134360,0.7
25023,8.8
110314,-6.1
37022,2.2
22570,-2.8
62048,17.2
72548,25.4
90194,13.1
75308,-1.4
65132,-26.5
94027,-0.8
25283,5.7
73881,33.2
126214,34.0
72801,17.8
68930,-4.0
125343,18.1
9720,24.9
109523,18.1
59825,-4.0
110118,4.8
115965,-5.4
138149,29.3
46112,7.2
69220,10.0
52759,-11.3
41031,4.7
32271,28.7
10201,17.8
123712,2.4
127979,-9.4
42868,7.0
106027,0.9
52024,6.2
50316,15.6
66844,15.6
50434,19.6
120476,16.6
44367,18.0
112390,20.3
80805,6.7
59555,9.2
81698,-5.9
119540,20.2
70630,-23.6
47748,9.1
73074,26.8
105483,-10.1
62955,7.4
102966,25.5
30423,-0.9
6091,-18.1
56421,26.4
125630,21.0
86650,-2.2
1770,21.9
113192,23.7
55528,28.3
23796,2.7
105774,-11.2
40415,-1.5
2231,23.8
74051,27.2
118402,15.4
97089,19.4
98412,12.6
109360,19.7
67415,23.6
20072,19.9
79101,20.2
10293,15.3
89715,21.7
8035,23.5
126208,21.6
90617,33.2
120373,33.1
31587,18.6
110898,-2.6
10407,11.5
78013,14.9
57098,6.2
115898,14.1
34441,6.9
133145,12.0
115821,7.4
77748,20.6
82179,-7.9
29247,-3.5
12403,2.2
58469,-17.2
134571,-5.1
53735,1.3
97793,10.5
92599,2.9
126412,18.4
101832,23.2
114189,21.5
102158,22.2
114315,28.9
87259,1.1
98988,6.2
126959,2.3
2971,19.7
50740,14.0
135363,4.0
93452,-1.8
73990,29.6
20972,17.0
127513,4.1
22714,0.0
56379,24.2
101228,5.8
104450,6.3
115563,14.9
54287,1.3
109943,14.3
8318,9.8
101112,23.2
82984,7.8
130573,11.7
64483,-22.4
23861,-14.7
134663,-8.0
118799,14.3
9991,14.7
12001,-13.4
126400,14.1
109741,12.1
124233,15.8
58313,-5.5
1185,-17.8
22384,11.7
126840,25.4
126053,31.6
26669,20.8
27965,7.8
25486,9.9
65831,16.3
125097,30.8
4594,11.6
73714,20.7
57214,4.2
128638,-10.9
71320,8.4
19916,16.2
76755,-13.7
38590,22.0
17201,-2.2
121994,0.0
67598,20.7
131483,25.6
29845,-25.0
18412,-8.9
56906,15.9
110410,4.1
26822,25.1
61890,20.2
46325,8.8
10790,3.3
21453,19.4
102590,22.5
138780,10.5
85080,32.4
137592,18.8
132280,16.2
40737,-3.6
75612,-1.9
56027,23.6
95060,14.0
66006,20.5
63775,5.8
77778,10.8
79410,30.0
129702,12.2
123900,-5.2
24207,-5.8
108302,21.9
99527,-8.7
117630,-13.0
46672,-19.6
35235,-11.7
65541,-4.8
85022,18.0
25521,13.2
94407,1.0
45943,-9.7
93451,-2.2
115,-7.7
127442,4.5
104783,-5.6
43719,23.1
137728,27.5
2327,23.5
92726,-2.9
102606,24.3
85351,33.6
117717,14.7
1576,19.5
73825,21.0
99235,-24.6
40053,0.4
7763,9.5
24948,5.2
131753,31.1
85819,20.4
81967,-4.3
57910,1.6
1945,24.8
57434,2.8
61107,25.0
98313,3.4
136793,20.4
18818,-7.3
106731,17.2
119651,22.3
4575,-1.7
32164,26.1
72049,16.8
62324,29.4
112931,11.6
85969,6.4
14061,7.2
27065,27.5
58419,-2.3
105676,-22.3
103384,28.0
22318,5.8
9181,24.5
30510,-6.7
68170,19.8
118174,1.9
103029,26.9
114425,28.8
75261,6.7
23381,-4.8
118462,11.1
63631,-3.9
132698,19.5
12732,-9.4
124048,1.8
50725,21.1
50183,23.5
8138,19.8
48060,14.4
137517,25.3
48757,10.2
57591,0.5
21941,17.4
121926,-0.7
32041,25.5
55962,30.8
60876,15.3
75735,-9.2
99544,0.2
133011,13.1
28075,4.5
31400,27.7
113185,13.7
3738,21.1
77796,14.4
18353,-22.6
135062,-4.6
131284,23.9
14399,12.4
40228,11.2
124258,1.2
32892,21.8
113484,23.6
122311,-0.7
65988,13.2
4665,9.3
10213,18.6
88256,-5.6
134743,-6.8
126899,7.3
58698,-21.3
108156,18.9
78954,23.0
94059,1.0
70696,-20.4
24710,6.5
22634,-0.9
132091,29.2
57005,20.4
57611,-5.1
25971,20.8
88710,-7.2
122018,-18.7
21445,25.6
17497,-26.2
54205,9.2
136162,6.2
12355,-5.6
103871,1.9
71026,-6.6
52395,-11.9
84316,13.8
123451,0.6
50681,15.6
107589,24.2
128632,-10.7
4556,3.4
105579,-15.6
71248,-24.3
3580,19.4
112649,19.7
24797,2.3
51521,4.8
120197,33.5
101796,24.7
69757,-6.2
502,-2.1
100078,-6.5
1047,4.7
9298,26.1
96135,31.6
129940,8.8
55658,24.5
11566,-2.7
135046,3.9
13253,6.9
63063,18.6
99070,3.3
91157,35.1
15844,15.6
33331,13.9
21396,26.1
129081,-1.8
21290,24.3
38375,26.3
97674,21.4
60881,7.8
25867,10.4
58232,1.3
58705,2.5
52291,-4.7
30385,-9.5
12878,0.5
13766,18.1
86428,8.6
81349,-0.8
19687,16.8
101875,16.8
17865,-5.3
13493,5.2
46593,-4.9
111308,2.5
56638,13.5
8690,30.7
103137,13.9
